id,name,address,lat,lon,url_2gis,district
70000001057445293,Парковка ТЦ Стройсити,"Алматы, Объект",43.271632,76.881391,https://2gis.kz/almaty/firm/70000001057445293,Алматы
70000001057445320,"Almaty Parking, парковка №9003","Алматы, Объект",43.292941,76.891961,https://2gis.kz/almaty/firm/70000001057445320,Алматы
70000001057445380,Парковка ТД Алтын — Тараз,Алматы,43.272874,76.938395,https://2gis.kz/almaty/firm/70000001057445380,Алматы
70000001110926390,Парковка ТК Мерей,"Алматы, Объект",43.272045,76.94915,https://2gis.kz/almaty/firm/70000001110926390,Алматы
70000001089402076,"Almaty Parking, парковка №5033","Алматы, Объект",43.271568,76.939439,https://2gis.kz/almaty/firm/70000001089402076,Алматы
70000001110958679,"Parqour, парковка ТК Мерей","Алматы, Объект",43.275582,76.946279,https://2gis.kz/almaty/firm/70000001110958679,Алматы
9430468309911129,Парковка ТД Алтын-Тараз,"Алматы, Парковка ТД Алтын-Тараз",43.27284,76.93763,https://2gis.kz/almaty/firm/9430468309911129,Алматы
70000001057442630,Парковка №1001,"Алматы, Объект",43.264791,76.947367,https://2gis.kz/almaty/firm/70000001057442630,Алматы
70000001057443902,"Almaty Parking, парковка №2045","Алматы, Объект",43.262969,76.929431,https://2gis.kz/almaty/firm/70000001057443902,Алматы
70000001057442694,Almaty Parking,"Алматы, Объект",43.263545,76.952733,https://2gis.kz/almaty/firm/70000001057442694,Алматы
70000001057445254,"Almaty Parking, парковка№6547","Алматы, Объект",43.262682,76.954012,https://2gis.kz/almaty/firm/70000001057445254,Алматы
70000001110970927,Парковка ТЦ Мизам,"Алматы, Объект",43.30764,76.89738,https://2gis.kz/almaty/firm/70000001110970927,Алматы
70000001110712619,"Барыс, паркинг","Алматы, Объект",43.29883,76.896107,https://2gis.kz/almaty/firm/70000001110712619,Алматы
70000001105343845,"Almaty Parking, парковка №1805","Алматы, Объект",43.298753,76.893313,https://2gis.kz/almaty/firm/70000001105343845,Алматы
70000001057442634,"Almaty Parking, Парковка №1806","Алматы, Объект",43.300692,76.894082,https://2gis.kz/almaty/firm/70000001057442634,Алматы
9429940001304278,"Акниет, автостоянка","Алматы, Объект",43.301827,76.898687,https://2gis.kz/almaty/firm/9429940001304278,Алматы
70000001057445308,"Almaty Parking, парковка №9008","Алматы, Объект",43.296153,76.892201,https://2gis.kz/almaty/firm/70000001057445308,Алматы
70000001057445314,Парковка №9003,"Алматы, Объект",43.294503,76.892594,https://2gis.kz/almaty/firm/70000001057445314,Алматы
70000001105344258,"Almaty Parking, парковка №5804","Алматы, Объект",43.296003,76.893193,https://2gis.kz/almaty/firm/70000001105344258,Алматы
70000001103749341,"Almaty Parking, парковка №1808","Алматы, Объект",43.317329,76.902629,https://2gis.kz/almaty/firm/70000001103749341,Алматы
70000001057445413,"Almaty Parking, парковка №1807","Алматы, Объект",43.315991,76.902046,https://2gis.kz/almaty/firm/70000001057445413,Алматы
70000001023006579,Автостоянка,"Алматы, улица Казыбаева, 272а/3",43.305486,76.920368,https://2gis.kz/almaty/firm/70000001023006579,Алматы
9429940001665348,Автостоянка,"Алматы, микрорайон Кулагер, 51/1",43.306911,76.922059,https://2gis.kz/almaty/firm/9429940001665348,Алматы
70000001048877272,Автостоянка,"Алматы, проспект Сейфуллина, 174/6",43.307319,76.941191,https://2gis.kz/almaty/firm/70000001048877272,Алматы
9430468281762278,Парковка супермаркета Magnum,"Алматы, Парковка супермаркета Magnum",43.293857,76.951408,https://2gis.kz/almaty/firm/9430468281762278,Алматы
70000001089572569,"Баум Парк, станция зарядки для электромобилей","Алматы, Объект",43.314732,76.956771,https://2gis.kz/almaty/firm/70000001089572569,Алматы
70030077107548576,Парковка ресторана Qazagym,"Алматы, Парковка ресторана Qazagym",43.335859,76.832583,https://2gis.kz/almaty/firm/70030077107548576,Алматы
70000001081251599,Парковка ТК Белес,"Алматы, Объект",43.319878,76.915031,https://2gis.kz/almaty/firm/70000001081251599,Алматы
70000001019928684,Автостоянка,"Алматы, микрорайон Айнабулак-3, 129Б/1",43.325915,76.922325,https://2gis.kz/almaty/firm/70000001019928684,Алматы
9429940000794745,"Дария, автостоянка","Алматы, Автостоянка",43.323077,76.922268,https://2gis.kz/almaty/firm/9429940000794745,Алматы
70000001037177460,Автостоянка,"Алматы, микрорайон Айнабулак-3, 166/1",43.325426,76.917337,https://2gis.kz/almaty/firm/70000001037177460,Алматы
9429940001626088,Автостоянка,"Алматы, микрорайон Айнабулак-1, 22в/1",43.321247,76.91029,https://2gis.kz/almaty/firm/9429940001626088,Алматы
70000001029771277,"Ветеран 1, автостоянка","Алматы, микрорайон Айнабулак-2, 71Б/4",43.320225,76.914561,https://2gis.kz/almaty/firm/70000001029771277,Алматы
70000001090548119,"Almaty Parking, парковка №8046","Алматы, Объект",43.331214,76.95304,https://2gis.kz/almaty/firm/70000001090548119,Алматы
9429940001617886,"CTC Stoun Group, автостоянка","Алматы, Объект",43.340881,76.94777,https://2gis.kz/almaty/firm/9429940001617886,Алматы
9430468281761839,Парковка ТРЦ Март,"Алматы, Парковка ТРЦ Март",43.335796,76.953103,https://2gis.kz/almaty/firm/9430468281761839,Алматы
9430468281761827,Парковка СК Жибек Жолы,"Алматы, Парковка СК Жибек Жолы",43.336817,76.946192,https://2gis.kz/almaty/firm/9430468281761827,Алматы
70000001026700099,"Мадина, автостоянка","Алматы, Магнитная улица, 12а",43.33649,76.975439,https://2gis.kz/almaty/firm/70000001026700099,Алматы
70000001090589276,"MyCharge, ​станция зарядки для электромобилей","Алматы, проспект Суюнбая, 245в",43.320648,76.958659,https://2gis.kz/almaty/firm/70000001090589276,Алматы
70000001110848296,Парковка рынка Турксиб,"Алматы, Объект",43.322644,76.959474,https://2gis.kz/almaty/firm/70000001110848296,Алматы
